"","score","text"
"3279",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3280",-3,"RT @DanProft: New TV ad for Jeanne Ives detailing the truth of Rauner's lies. Efforting to conceal betrayals with lies is what traitors lik‚Ä¶"
"3281",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3282",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3283",1,"RT @NinaMorton: IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor. She will ‚Äúlead the charge to return your power, your home, your money, and the Rule o‚Ä¶"
"3284",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3285",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3286",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3287",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3288",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3289",1,"RT @NinaMorton: IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor. She will ‚Äúlead the charge to return your power, your home, your money, and the Rule o‚Ä¶"
"3290",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3291",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3292",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3293",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3294",1,"RT @NinaMorton: IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor. She will ‚Äúlead the charge to return your power, your home, your money, and the Rule o‚Ä¶"
"3295",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3296",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3297",0,"Republican state Rep. Jeanne Ives says  Gov. Bruce Rauner is unelectable, and she‚Äôs setting out to prove it: https://t.co/A7NtWfa9cZ"
"3298",1,"RT @NinaMorton: IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor. She will ‚Äúlead the charge to return your power, your home, your money, and the Rule o‚Ä¶"
"3299",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3300",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3301",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3302",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3303",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3304",1,"RT @NinaMorton: IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor. She will ‚Äúlead the charge to return your power, your home, your money, and the Rule o‚Ä¶"
"3305",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3306",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3307",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3308",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3309",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3310",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3311",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3312",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3313",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3314",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3315",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3316",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3317",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3318",1,"RT @NinaMorton: IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor. She will ‚Äúlead the charge to return your power, your home, your money, and the Rule o‚Ä¶"
"3319",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3320",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3321",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3322",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3323",1,"RT @NinaMorton: IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor. She will ‚Äúlead the charge to return your power, your home, your money, and the Rule o‚Ä¶"
"3324",1,"RT @NinaMorton: IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor. She will ‚Äúlead the charge to return your power, your home, your money, and the Rule o‚Ä¶"
"3325",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3326",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3327",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3328",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3329",1,"RT @NinaMorton: IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor. She will ‚Äúlead the charge to return your power, your home, your money, and the Rule o‚Ä¶"
"3330",-1,"RT @JeanneIves: A coalition of Republican legislators signed a letter demanding @govrauner end his shameful distortions of Jeanne Ives‚Äô rec‚Ä¶"
"3331",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3332",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3333",1,"RT @NinaMorton: IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor. She will ‚Äúlead the charge to return your power, your home, your money, and the Rule o‚Ä¶"
"3334",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3335",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3336",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3337",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3338",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3339",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3340",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3341",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3342",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3343",-3,"RT @DanProft: New TV ad for Jeanne Ives detailing the truth of Rauner's lies. Efforting to conceal betrayals with lies is what traitors lik‚Ä¶"
"3344",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3345",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3346",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3347",1,"RT @NinaMorton: IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor. She will ‚Äúlead the charge to return your power, your home, your money, and the Rule o‚Ä¶"
"3348",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3349",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3350",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3351",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3352",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3353",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3354",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3355",1,"RT @NinaMorton: IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor. She will ‚Äúlead the charge to return your power, your home, your money, and the Rule o‚Ä¶"
"3356",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3357",0,"@NinaMorton Jeanne Ives gets my vote on March 20. Rauner made us a Sanctuary State, so that alone told me he doesn't put us first."
"3358",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3359",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3360",0,"https://t.co/XME2nYTykm"
"3361",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3362",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
"3363",0,"RT @GaryDeSantis: # IL VOTE Ì†ºÌ∑∫Ì†ºÌ∑∏JEANNE IVESÌ†ºÌ∑∫Ì†ºÌ∑∏ for Governor ArmyOfTrump.
#OneADay
#RedWaveRising https://t.co/8fWEAPzMDP"
"3364",0,"RT @NinaMorton: Ì†ºÌ∑∫Ì†ºÌ∑∏MARCH 20 ILLINOIS PRIMARYÌ†ºÌ∑∫Ì†ºÌ∑∏

Bruce Rauner has sold out IL to illegals!  Let‚Äôs put Ì†ΩÌ¥¥Jeanne IvesÌ†ΩÌ¥¥ and Ì†ΩÌ¥¥Richard MorthlandÌ†ΩÌ¥¥ i‚Ä¶"
