OBJECTID,PRECINCTID,NAME,COUNTY,LASTUPDATE,LASTEDITOR,PRECINCTID_1,NAME_1,TOWNSHIP,WINPARTY,WINPERCENT,WINCATEGORY,TOTBALLOTSLINK,INPERSON,TOTBALLOTS,CANDIDATE1,PARTY1,NUMVOTES1,PERCVOTE1,CANDIDATE2,PARTY2,NUMVOTES2,PERCVOTE2,CANDIDATE3,PARTY3,NUMVOTES3,PERCVOTE3,CANDIDATE4,PARTY4,NUMVOTES4,PERCVOTE4,CANDIDATE5,PARTY5,NUMVOTES5,PERCVOTE5,Shape__Area,Shape__Length
155,429,HYBLA VALLEY,Fairfax,2016-11-17T10:58:50.000Z,stulad,429,HYBLA VALLEY,Fairfax County,Clinton / Kaine (D),0.58578237,30,2518,2082,2518,Clinton / Kaine (D),Clinton / Kaine (D),1744,0.69261319,Trump / Pence (R),Trump / Pence (R),269,0.10683082,Johnson / Weld (L),Johnson / Weld (L),24,0.00953137,Stein / Baraka (G),Stein / Baraka (G),12,0.00476569,McMullin / Johnson (I),McMullin / Johnson (I),12,0.00476569,0.000222487649942,0.076491825850676
156,428,PINEWOOD,Fairfax,2016-11-17T10:58:50.000Z,stulad,428,PINEWOOD,Fairfax County,Clinton / Kaine (D),0.5,30,2380,1774,2380,Clinton / Kaine (D),Clinton / Kaine (D),1434,0.60252101,Trump / Pence (R),Trump / Pence (R),244,0.10252101,Johnson / Weld (L),Johnson / Weld (L),35,0.01470588,Stein / Baraka (G),Stein / Baraka (G),14,0.00588235,McMullin / Johnson (I),McMullin / Johnson (I),24,0.01008403,0.000176477816727,0.060282200577061
157,413,FAIRFIELD,Fairfax,2016-11-17T10:58:50.000Z,stulad,413,FAIRFIELD,Fairfax County,Clinton / Kaine (D),0.59822911,30,1807,1497,1807,Clinton / Kaine (D),Clinton / Kaine (D),1259,0.69673492,Trump / Pence (R),Trump / Pence (R),178,0.09850581,Johnson / Weld (L),Johnson / Weld (L),15,0.00830105,Stein / Baraka (G),Stein / Baraka (G),13,0.00719424,McMullin / Johnson (I),McMullin / Johnson (I),8,0.00442723,0.000120979661525,0.053241854997245
158,525,WALNUT HILL,Fairfax,2016-11-17T10:58:50.000Z,stulad,525,WALNUT HILL,Fairfax County,Clinton / Kaine (D),0.32735918,30,2734,2247,2734,Clinton / Kaine (D),Clinton / Kaine (D),1494,0.54645208,Trump / Pence (R),Trump / Pence (R),599,0.2190929,Johnson / Weld (L),Johnson / Weld (L),45,0.0164594,Stein / Baraka (G),Stein / Baraka (G),19,0.00694952,McMullin / Johnson (I),McMullin / Johnson (I),49,0.01792246,0.000294624768112,0.079076165545751
159,508,MASONVILLE,Fairfax,2016-11-17T10:58:50.000Z,stulad,508,MASONVILLE,Fairfax County,Clinton / Kaine (D),0.27868151,10,2336,1810,2336,Clinton / Kaine (D),Clinton / Kaine (D),1160,0.49657534,Trump / Pence (R),Trump / Pence (R),509,0.21789384,Johnson / Weld (L),Johnson / Weld (L),58,0.02482877,Stein / Baraka (G),Stein / Baraka (G),17,0.0072774,McMullin / Johnson (I),McMullin / Johnson (I),39,0.01669521,0.00029293720874,0.081362014239793
160,512,SLEEPY HOLLOW,Fairfax,2016-11-17T10:58:50.000Z,stulad,512,SLEEPY HOLLOW,Fairfax County,Clinton / Kaine (D),0.27411576,10,1244,944,1244,Clinton / Kaine (D),Clinton / Kaine (D),599,0.48151125,Trump / Pence (R),Trump / Pence (R),258,0.2073955,Johnson / Weld (L),Johnson / Weld (L),20,0.01607717,Stein / Baraka (G),Stein / Baraka (G),7,0.00562701,McMullin / Johnson (I),McMullin / Johnson (I),29,0.0233119,0.000194807144479,0.064090951953367
161,502,BARCROFT,Fairfax,2016-11-17T10:58:50.000Z,stulad,502,BARCROFT,Fairfax County,Clinton / Kaine (D),0.25910931,10,1235,851,1235,Clinton / Kaine (D),Clinton / Kaine (D),558,0.45182186,Trump / Pence (R),Trump / Pence (R),238,0.19271255,Johnson / Weld (L),Johnson / Weld (L),17,0.01376518,Stein / Baraka (G),Stein / Baraka (G),5,0.00404858,McMullin / Johnson (I),McMullin / Johnson (I),10,0.00809717,0.000217866081155,0.077077346014087
162,530,HOLMES #2,Fairfax,2016-11-17T10:58:50.000Z,stulad,530,HOLMES #2,Fairfax County,Clinton / Kaine (D),0.47039255,30,1503,1189,1503,Clinton / Kaine (D),Clinton / Kaine (D),911,0.60612109,Trump / Pence (R),Trump / Pence (R),204,0.13572854,Johnson / Weld (L),Johnson / Weld (L),29,0.01929474,Stein / Baraka (G),Stein / Baraka (G),14,0.0093147,McMullin / Johnson (I),McMullin / Johnson (I),11,0.0073187,0.000136709932021,0.080007858331983
163,505,GLEN FOREST,Fairfax,2016-11-17T10:58:50.000Z,stulad,505,GLEN FOREST,Fairfax County,Clinton / Kaine (D),0.4103139,30,2230,1811,2230,Clinton / Kaine (D),Clinton / Kaine (D),1309,0.58699552,Trump / Pence (R),Trump / Pence (R),394,0.17668161,Johnson / Weld (L),Johnson / Weld (L),31,0.01390135,Stein / Baraka (G),Stein / Baraka (G),20,0.00896861,McMullin / Johnson (I),McMullin / Johnson (I),30,0.01345291,0.000190496064071,0.071262655176525
164,514,CROSSROADS,Fairfax,2016-11-17T10:58:50.000Z,stulad,514,CROSSROADS,Fairfax County,Clinton / Kaine (D),0.48339844,30,1024,734,1024,Clinton / Kaine (D),Clinton / Kaine (D),596,0.58203125,Trump / Pence (R),Trump / Pence (R),101,0.09863281,Johnson / Weld (L),Johnson / Weld (L),10,0.00976563,Stein / Baraka (G),Stein / Baraka (G),5,0.00488281,McMullin / Johnson (I),McMullin / Johnson (I),8,0.0078125,7.0939859024e-05,0.044005049251942
165,501,BAILEYS,Fairfax,2016-11-17T10:58:50.000Z,stulad,501,BAILEYS,Fairfax County,Clinton / Kaine (D),0.43099631,30,2710,2093,2710,Clinton / Kaine (D),Clinton / Kaine (D),1564,0.57712177,Trump / Pence (R),Trump / Pence (R),396,0.14612546,Johnson / Weld (L),Johnson / Weld (L),43,0.01586716,Stein / Baraka (G),Stein / Baraka (G),16,0.00590406,McMullin / Johnson (I),McMullin / Johnson (I),43,0.01586716,0.000210816710511,0.073477355666299
166,516,WEYANOKE,Fairfax,2016-11-17T10:58:50.000Z,stulad,516,WEYANOKE,Fairfax County,Clinton / Kaine (D),0.4230456,30,2456,1966,2456,Clinton / Kaine (D),Clinton / Kaine (D),1443,0.58754072,Trump / Pence (R),Trump / Pence (R),404,0.16449511,Johnson / Weld (L),Johnson / Weld (L),41,0.01669381,Stein / Baraka (G),Stein / Baraka (G),22,0.00895765,McMullin / Johnson (I),McMullin / Johnson (I),27,0.01099349,0.000344768205915,0.080501953970604
167,527,EDSALL,Fairfax,2016-11-17T10:58:50.000Z,stulad,527,EDSALL,Fairfax County,Clinton / Kaine (D),0.32661529,30,1687,1400,1687,Clinton / Kaine (D),Clinton / Kaine (D),932,0.55245999,Trump / Pence (R),Trump / Pence (R),381,0.22584469,Johnson / Weld (L),Johnson / Weld (L),38,0.02252519,Stein / Baraka (G),Stein / Baraka (G),9,0.00533491,McMullin / Johnson (I),McMullin / Johnson (I),22,0.0130409,0.00037680410468,0.090996121976333
168,511,RAVENWOOD,Fairfax,2016-11-17T10:58:50.000Z,stulad,511,RAVENWOOD,Fairfax County,Clinton / Kaine (D),0.31393712,30,2131,1575,2131,Clinton / Kaine (D),Clinton / Kaine (D),1051,0.49319568,Trump / Pence (R),Trump / Pence (R),382,0.17925856,Johnson / Weld (L),Johnson / Weld (L),51,0.02393243,Stein / Baraka (G),Stein / Baraka (G),14,0.00656969,McMullin / Johnson (I),McMullin / Johnson (I),31,0.01454716,0.000299976300635,0.080745272076284
169,802,CEDAR LAKE,Fairfax,2016-11-17T10:58:50.000Z,stulad,802,CEDAR LAKE,Fairfax County,Clinton / Kaine (D),0.25734639,10,1123,824,1123,Clinton / Kaine (D),Clinton / Kaine (D),527,0.46927872,Trump / Pence (R),Trump / Pence (R),238,0.21193232,Johnson / Weld (L),Johnson / Weld (L),20,0.01780944,Stein / Baraka (G),Stein / Baraka (G),5,0.00445236,McMullin / Johnson (I),McMullin / Johnson (I),20,0.01780944,0.000116755432067,0.047720978107088
170,848,FAIR OAKS,Fairfax,2016-11-17T10:58:50.000Z,stulad,848,FAIR OAKS,Fairfax County,Clinton / Kaine (D),0.26563065,10,2767,2102,2767,Clinton / Kaine (D),Clinton / Kaine (D),1350,0.48789302,Trump / Pence (R),Trump / Pence (R),615,0.22226238,Johnson / Weld (L),Johnson / Weld (L),59,0.02132273,Stein / Baraka (G),Stein / Baraka (G),22,0.00795085,McMullin / Johnson (I),McMullin / Johnson (I),27,0.00975786,0.000453490503409,0.105620974596477
171,851,WILLOW SPRINGS,Fairfax,2016-11-17T10:58:50.000Z,stulad,851,WILLOW SPRINGS,Fairfax County,Clinton / Kaine (D),0.09879206,2,2318,1697,2318,Clinton / Kaine (D),Clinton / Kaine (D),905,0.39042278,Trump / Pence (R),Trump / Pence (R),676,0.29163072,Johnson / Weld (L),Johnson / Weld (L),44,0.01898188,Stein / Baraka (G),Stein / Baraka (G),13,0.00560828,McMullin / Johnson (I),McMullin / Johnson (I),25,0.01078516,0.000475357433603,0.108924417466305
172,804,COLCHESTER,Fairfax,2016-11-17T10:58:50.000Z,stulad,804,COLCHESTER,Fairfax County,Clinton / Kaine (D),0.0429212,2,1561,1222,1561,Clinton / Kaine (D),Clinton / Kaine (D),605,0.38757207,Trump / Pence (R),Trump / Pence (R),538,0.34465086,Johnson / Weld (L),Johnson / Weld (L),29,0.01857783,Stein / Baraka (G),Stein / Baraka (G),7,0.0044843,McMullin / Johnson (I),McMullin / Johnson (I),19,0.01217168,0.001140157978815,0.163462237990685
173,841,POPES HEAD,Fairfax,2016-11-17T10:58:50.000Z,stulad,841,POPES HEAD,Fairfax County,Trump / Pence (R),0.01447178,0,1382,1035,1382,Clinton / Kaine (D),Clinton / Kaine (D),464,0.3357453,Trump / Pence (R),Trump / Pence (R),484,0.35021708,Johnson / Weld (L),Johnson / Weld (L),29,0.02098408,Stein / Baraka (G),Stein / Baraka (G),6,0.00434153,McMullin / Johnson (I),McMullin / Johnson (I),28,0.02026049,0.000693135797517,0.133080163920838
174,805,FAIRFAX STATION,Fairfax,2016-11-17T10:58:50.000Z,stulad,805,FAIRFAX STATION,Fairfax County,Clinton / Kaine (D),0.04684015,2,1345,1032,1345,Clinton / Kaine (D),Clinton / Kaine (D),506,0.37620818,Trump / Pence (R),Trump / Pence (R),443,0.32936803,Johnson / Weld (L),Johnson / Weld (L),24,0.01784387,Stein / Baraka (G),Stein / Baraka (G),7,0.00520446,McMullin / Johnson (I),McMullin / Johnson (I),23,0.01710037,0.000450154752366,0.095973180922237
175,815,WOODYARD,Fairfax,2016-11-17T10:58:50.000Z,stulad,815,WOODYARD,Fairfax County,Trump / Pence (R),0.017729,0,2369,1810,2369,Clinton / Kaine (D),Clinton / Kaine (D),812,0.34276066,Trump / Pence (R),Trump / Pence (R),854,0.36048966,Johnson / Weld (L),Johnson / Weld (L),47,0.01983959,Stein / Baraka (G),Stein / Baraka (G),6,0.00253271,McMullin / Johnson (I),McMullin / Johnson (I),30,0.01266357,0.001536190158214,0.207277614602281
176,406,HAYFIELD,Fairfax,2016-11-17T10:58:50.000Z,stulad,406,HAYFIELD,Fairfax County,Clinton / Kaine (D),0.1112767,10,2013,1564,2013,Clinton / Kaine (D),Clinton / Kaine (D),838,0.41629409,Trump / Pence (R),Trump / Pence (R),614,0.30501739,Johnson / Weld (L),Johnson / Weld (L),37,0.01838053,Stein / Baraka (G),Stein / Baraka (G),9,0.00447094,McMullin / Johnson (I),McMullin / Johnson (I),35,0.01738698,0.000301404172881,0.080578665277474
177,404,FRANCONIA,Fairfax,2016-11-17T10:58:50.000Z,stulad,404,FRANCONIA,Fairfax County,Clinton / Kaine (D),0.33613163,30,2978,2206,2978,Clinton / Kaine (D),Clinton / Kaine (D),1519,0.51007388,Trump / Pence (R),Trump / Pence (R),518,0.17394224,Johnson / Weld (L),Johnson / Weld (L),63,0.02115514,Stein / Baraka (G),Stein / Baraka (G),23,0.0077233,McMullin / Johnson (I),McMullin / Johnson (I),36,0.01208865,0.000263514912632,0.070399063811899
178,422,VAN DORN,Fairfax,2016-11-17T10:58:50.000Z,stulad,422,VAN DORN,Fairfax County,Clinton / Kaine (D),0.34422517,30,3091,2301,3091,Clinton / Kaine (D),Clinton / Kaine (D),1606,0.51957295,Trump / Pence (R),Trump / Pence (R),542,0.17534778,Johnson / Weld (L),Johnson / Weld (L),69,0.02232287,Stein / Baraka (G),Stein / Baraka (G),10,0.0032352,McMullin / Johnson (I),McMullin / Johnson (I),47,0.01520544,0.00027447696091,0.070681810366654
179,844,CENTERPOINTE,Fairfax,2016-11-17T10:58:50.000Z,stulad,844,CENTERPOINTE,Fairfax County,Clinton / Kaine (D),0.33896872,30,2366,1839,2366,Clinton / Kaine (D),Clinton / Kaine (D),1238,0.52324598,Trump / Pence (R),Trump / Pence (R),436,0.18427726,Johnson / Weld (L),Johnson / Weld (L),76,0.03212172,Stein / Baraka (G),Stein / Baraka (G),32,0.01352494,McMullin / Johnson (I),McMullin / Johnson (I),33,0.01394759,0.000196844952352,0.080054947501435
180,850,SOUTH RUN,Fairfax,2016-11-17T10:58:50.000Z,stulad,850,SOUTH RUN,Fairfax County,Clinton / Kaine (D),0.05434351,2,2521,1839,2521,Clinton / Kaine (D),Clinton / Kaine (D),923,0.36612455,Trump / Pence (R),Trump / Pence (R),786,0.31178104,Johnson / Weld (L),Johnson / Weld (L),43,0.01705672,Stein / Baraka (G),Stein / Baraka (G),6,0.00238001,McMullin / Johnson (I),McMullin / Johnson (I),38,0.01507338,0.000888743981801,0.167859526388512
181,839,SILVERBROOK,Fairfax,2016-11-17T10:58:50.000Z,stulad,839,SILVERBROOK,Fairfax County,Clinton / Kaine (D),0.07199735,2,3014,2208,3014,Clinton / Kaine (D),Clinton / Kaine (D),1126,0.37358991,Trump / Pence (R),Trump / Pence (R),909,0.30159257,Johnson / Weld (L),Johnson / Weld (L),69,0.02289317,Stein / Baraka (G),Stein / Baraka (G),12,0.00398142,McMullin / Johnson (I),McMullin / Johnson (I),41,0.01360319,0.000351547161096,0.095205631228525
182,806,SYDENSTRICKER,Fairfax,2016-11-17T10:58:50.000Z,stulad,806,SYDENSTRICKER,Fairfax County,Clinton / Kaine (D),0.1630117,10,2736,2106,2736,Clinton / Kaine (D),Clinton / Kaine (D),1187,0.43384503,Trump / Pence (R),Trump / Pence (R),741,0.27083333,Johnson / Weld (L),Johnson / Weld (L),70,0.0255848,Stein / Baraka (G),Stein / Baraka (G),14,0.00511696,McMullin / Johnson (I),McMullin / Johnson (I),58,0.02119883,0.000320478651413,0.098061439474553
183,807,HUNT VALLEY,Fairfax,2016-11-17T10:58:50.000Z,stulad,807,HUNT VALLEY,Fairfax County,Clinton / Kaine (D),0.17265795,10,1836,1408,1836,Clinton / Kaine (D),Clinton / Kaine (D),802,0.43681917,Trump / Pence (R),Trump / Pence (R),485,0.26416122,Johnson / Weld (L),Johnson / Weld (L),47,0.02559913,Stein / Baraka (G),Stein / Baraka (G),9,0.00490196,McMullin / Johnson (I),McMullin / Johnson (I),40,0.02178649,0.00020736344971,0.083549287784557
184,811,POHICK,Fairfax,2016-11-17T10:58:50.000Z,stulad,811,POHICK,Fairfax County,Clinton / Kaine (D),0.32382134,30,1612,1292,1612,Clinton / Kaine (D),Clinton / Kaine (D),864,0.53598015,Trump / Pence (R),Trump / Pence (R),342,0.21215881,Johnson / Weld (L),Johnson / Weld (L),33,0.02047146,Stein / Baraka (G),Stein / Baraka (G),12,0.00744417,McMullin / Johnson (I),McMullin / Johnson (I),25,0.01550868,0.000147983894178,0.056087738291582
185,803,CLIFTON,Fairfax,2016-11-17T10:58:50.000Z,stulad,803,CLIFTON,Fairfax County,Trump / Pence (R),0.09294785,2,3701,2715,3701,Clinton / Kaine (D),Clinton / Kaine (D),1081,0.29208322,Trump / Pence (R),Trump / Pence (R),1425,0.38503107,Johnson / Weld (L),Johnson / Weld (L),78,0.02107539,Stein / Baraka (G),Stein / Baraka (G),12,0.00324237,McMullin / Johnson (I),McMullin / Johnson (I),50,0.01350986,0.005781079442501,0.496771628779346
186,108,KINGS PARK,Fairfax,2016-11-17T10:58:50.000Z,stulad,108,KINGS PARK,Fairfax County,Clinton / Kaine (D),0.20069548,10,2013,1617,2013,Clinton / Kaine (D),Clinton / Kaine (D),943,0.46845504,Trump / Pence (R),Trump / Pence (R),539,0.26775956,Johnson / Weld (L),Johnson / Weld (L),56,0.02781918,Stein / Baraka (G),Stein / Baraka (G),10,0.00496771,McMullin / Johnson (I),McMullin / Johnson (I),38,0.0188773,0.00020334851161,0.068288021374263
187,133,DANBURY,Fairfax,2016-11-17T10:58:50.000Z,stulad,133,DANBURY,Fairfax County,Clinton / Kaine (D),0.31724138,30,580,484,580,Clinton / Kaine (D),Clinton / Kaine (D),316,0.54482759,Trump / Pence (R),Trump / Pence (R),132,0.22758621,Johnson / Weld (L),Johnson / Weld (L),16,0.02758621,Stein / Baraka (G),Stein / Baraka (G),8,0.0137931,McMullin / Johnson (I),McMullin / Johnson (I),7,0.01206897,0.000163598766258,0.07916281955724
188,118,LAKE BRADDOCK,Fairfax,2016-11-17T10:58:50.000Z,stulad,118,LAKE BRADDOCK,Fairfax County,Clinton / Kaine (D),0.32442284,30,3292,2602,3292,Clinton / Kaine (D),Clinton / Kaine (D),1726,0.52430134,Trump / Pence (R),Trump / Pence (R),658,0.19987849,Johnson / Weld (L),Johnson / Weld (L),99,0.0300729,Stein / Baraka (G),Stein / Baraka (G),21,0.0063791,McMullin / Johnson (I),McMullin / Johnson (I),51,0.0154921,0.000251389977252,0.100291575060668
189,731,TYSONS,Fairfax,2016-11-17T10:58:50.000Z,stulad,731,TYSONS,Fairfax County,Clinton / Kaine (D),0.32321254,30,2042,1585,2042,Clinton / Kaine (D),Clinton / Kaine (D),1058,0.51811949,Trump / Pence (R),Trump / Pence (R),398,0.19490695,Johnson / Weld (L),Johnson / Weld (L),54,0.02644466,Stein / Baraka (G),Stein / Baraka (G),15,0.00734574,McMullin / Johnson (I),McMullin / Johnson (I),32,0.01567091,0.00036824986747,0.093976596113108
190,627,WOODLAWN,Fairfax,2016-11-17T10:58:50.000Z,stulad,627,WOODLAWN,Fairfax County,Clinton / Kaine (D),0.41007427,30,3097,2526,3097,Clinton / Kaine (D),Clinton / Kaine (D),1831,0.59121731,Trump / Pence (R),Trump / Pence (R),561,0.18114304,Johnson / Weld (L),Johnson / Weld (L),59,0.01905069,Stein / Baraka (G),Stein / Baraka (G),18,0.00581208,McMullin / Johnson (I),McMullin / Johnson (I),35,0.01130126,0.001289670672991,0.162088528990196
191,113,CANTERBURY,Fairfax,2016-11-17T10:58:50.000Z,stulad,113,CANTERBURY,Fairfax County,Clinton / Kaine (D),0.23488372,10,3440,2591,3440,Clinton / Kaine (D),Clinton / Kaine (D),1601,0.46540698,Trump / Pence (R),Trump / Pence (R),793,0.23052326,Johnson / Weld (L),Johnson / Weld (L),83,0.02412791,Stein / Baraka (G),Stein / Baraka (G),15,0.00436047,McMullin / Johnson (I),McMullin / Johnson (I),52,0.01511628,0.000387530421875,0.094297276121138
192,117,WOODSON,Fairfax,2016-11-17T10:58:50.000Z,stulad,117,WOODSON,Fairfax County,Clinton / Kaine (D),0.16721177,10,2446,1778,2446,Clinton / Kaine (D),Clinton / Kaine (D),1026,0.41946034,Trump / Pence (R),Trump / Pence (R),617,0.25224857,Johnson / Weld (L),Johnson / Weld (L),55,0.02248569,Stein / Baraka (G),Stein / Baraka (G),10,0.00408831,McMullin / Johnson (I),McMullin / Johnson (I),37,0.01512674,0.00039105259122,0.132504547183229
193,202,FLINT HILL,Fairfax,2016-11-17T10:58:50.000Z,stulad,202,FLINT HILL,Fairfax County,Clinton / Kaine (D),0.14807618,10,2573,1902,2573,Clinton / Kaine (D),Clinton / Kaine (D),1058,0.41119316,Trump / Pence (R),Trump / Pence (R),677,0.26311698,Johnson / Weld (L),Johnson / Weld (L),59,0.02293043,Stein / Baraka (G),Stein / Baraka (G),10,0.00388651,McMullin / Johnson (I),McMullin / Johnson (I),49,0.01904392,0.000650682744348,0.129774590194264
194,204,MADISON,Fairfax,2016-11-17T10:58:50.000Z,stulad,204,MADISON,Fairfax County,Clinton / Kaine (D),0.37793103,30,725,575,725,Clinton / Kaine (D),Clinton / Kaine (D),402,0.55448276,Trump / Pence (R),Trump / Pence (R),128,0.17655172,Johnson / Weld (L),Johnson / Weld (L),15,0.02068966,Stein / Baraka (G),Stein / Baraka (G),6,0.00827586,McMullin / Johnson (I),McMullin / Johnson (I),14,0.01931034,7.8026135454e-05,0.04006551732811
195,933,COMPTON,Fairfax,2016-11-17T10:58:50.000Z,stulad,933,COMPTON,Fairfax County,Clinton / Kaine (D),0.22132472,10,619,508,619,Clinton / Kaine (D),Clinton / Kaine (D),302,0.48788368,Trump / Pence (R),Trump / Pence (R),165,0.26655897,Johnson / Weld (L),Johnson / Weld (L),13,0.02100162,Stein / Baraka (G),Stein / Baraka (G),7,0.01130856,McMullin / Johnson (I),McMullin / Johnson (I),13,0.02100162,4.3210973767e-05,0.035304963653613
196,917,STONE NORTH,Fairfax,2016-11-17T10:58:50.000Z,stulad,917,STONE NORTH,Fairfax County,Clinton / Kaine (D),0.22378049,10,1640,1255,1640,Clinton / Kaine (D),Clinton / Kaine (D),758,0.46219512,Trump / Pence (R),Trump / Pence (R),391,0.23841463,Johnson / Weld (L),Johnson / Weld (L),56,0.03414634,Stein / Baraka (G),Stein / Baraka (G),5,0.00304878,McMullin / Johnson (I),McMullin / Johnson (I),19,0.01158537,0.000201024533067,0.075233977451937
197,932,STONE SOUTH,Fairfax,2016-11-17T10:58:50.000Z,stulad,932,STONE SOUTH,Fairfax County,Clinton / Kaine (D),0.32068452,30,1344,1116,1344,Clinton / Kaine (D),Clinton / Kaine (D),731,0.54389881,Trump / Pence (R),Trump / Pence (R),300,0.22321429,Johnson / Weld (L),Johnson / Weld (L),35,0.02604167,Stein / Baraka (G),Stein / Baraka (G),13,0.00967262,McMullin / Johnson (I),McMullin / Johnson (I),24,0.01785714,0.000105617621416,0.063037258801667
198,910,LONDON TOWNE,Fairfax,2016-11-17T10:58:50.000Z,stulad,910,LONDON TOWNE,Fairfax County,Clinton / Kaine (D),0.33935743,30,2988,2460,2988,Clinton / Kaine (D),Clinton / Kaine (D),1644,0.5502008,Trump / Pence (R),Trump / Pence (R),630,0.21084337,Johnson / Weld (L),Johnson / Weld (L),75,0.0251004,Stein / Baraka (G),Stein / Baraka (G),24,0.00803213,McMullin / Johnson (I),McMullin / Johnson (I),54,0.01807229,0.0001943765325,0.06907267478508
199,924,SPINDLE,Fairfax,2016-11-17T10:58:50.000Z,stulad,924,SPINDLE,Fairfax County,Clinton / Kaine (D),0.36292428,30,1532,1330,1532,Clinton / Kaine (D),Clinton / Kaine (D),886,0.57832898,Trump / Pence (R),Trump / Pence (R),330,0.2154047,Johnson / Weld (L),Johnson / Weld (L),48,0.03133159,Stein / Baraka (G),Stein / Baraka (G),15,0.00979112,McMullin / Johnson (I),McMullin / Johnson (I),29,0.0189295,0.00013114679823,0.067151806940908
200,929,DIFFICULT RUN,Fairfax,2016-11-17T10:58:50.000Z,stulad,929,DIFFICULT RUN,Fairfax County,Clinton / Kaine (D),0.01300813,0,615,457,615,Clinton / Kaine (D),Clinton / Kaine (D),211,0.34308943,Trump / Pence (R),Trump / Pence (R),203,0.3300813,Johnson / Weld (L),Johnson / Weld (L),15,0.02439024,Stein / Baraka (G),Stein / Baraka (G),3,0.00487805,McMullin / Johnson (I),McMullin / Johnson (I),6,0.0097561,0.000412806136039,0.092456243922094
201,914,VALE,Fairfax,2016-11-17T10:58:50.000Z,stulad,914,VALE,Fairfax County,Clinton / Kaine (D),0.10580205,10,2051,1449,2051,Clinton / Kaine (D),Clinton / Kaine (D),765,0.37298879,Trump / Pence (R),Trump / Pence (R),548,0.26718674,Johnson / Weld (L),Johnson / Weld (L),50,0.02437835,Stein / Baraka (G),Stein / Baraka (G),10,0.00487567,McMullin / Johnson (I),McMullin / Johnson (I),30,0.01462701,0.000649387585075,0.176850877412664
202,916,WAPLES MILL,Fairfax,2016-11-17T10:58:50.000Z,stulad,916,WAPLES MILL,Fairfax County,Clinton / Kaine (D),0.09128631,2,3856,2687,3856,Clinton / Kaine (D),Clinton / Kaine (D),1416,0.36721992,Trump / Pence (R),Trump / Pence (R),1064,0.27593361,Johnson / Weld (L),Johnson / Weld (L),84,0.02178423,Stein / Baraka (G),Stein / Baraka (G),18,0.00466805,McMullin / Johnson (I),McMullin / Johnson (I),50,0.0129668,0.001028674040398,0.182612929717069
203,908,HIDDEN MEADOW,Fairfax,2016-11-17T10:58:50.000Z,stulad,908,HIDDEN MEADOW,Fairfax County,Clinton / Kaine (D),0.11656144,10,2059,1523,2059,Clinton / Kaine (D),Clinton / Kaine (D),820,0.39825158,Trump / Pence (R),Trump / Pence (R),580,0.28169014,Johnson / Weld (L),Johnson / Weld (L),48,0.02331229,Stein / Baraka (G),Stein / Baraka (G),11,0.0053424,McMullin / Johnson (I),McMullin / Johnson (I),35,0.01699854,0.000220417646989,0.066555035349338
204,909,OAK HILL,Fairfax,2016-11-17T10:58:50.000Z,stulad,909,OAK HILL,Fairfax County,Clinton / Kaine (D),0.22081352,10,1893,1477,1893,Clinton / Kaine (D),Clinton / Kaine (D),898,0.47437929,Trump / Pence (R),Trump / Pence (R),480,0.25356577,Johnson / Weld (L),Johnson / Weld (L),44,0.02324353,Stein / Baraka (G),Stein / Baraka (G),10,0.00528262,McMullin / Johnson (I),McMullin / Johnson (I),23,0.01215003,0.000164636645424,0.06757095733945
205,905,FRANKLIN,Fairfax,2016-11-17T10:58:50.000Z,stulad,905,FRANKLIN,Fairfax County,Clinton / Kaine (D),0.2427673,10,795,647,795,Clinton / Kaine (D),Clinton / Kaine (D),391,0.4918239,Trump / Pence (R),Trump / Pence (R),198,0.2490566,Johnson / Weld (L),Johnson / Weld (L),27,0.03396226,Stein / Baraka (G),Stein / Baraka (G),3,0.00377358,McMullin / Johnson (I),McMullin / Johnson (I),17,0.02138365,7.4260426475e-05,0.040048426766174
206,927,ARMFIELD,Fairfax,2016-11-17T10:58:50.000Z,stulad,927,ARMFIELD,Fairfax County,Clinton / Kaine (D),0.21943765,10,1636,1300,1636,Clinton / Kaine (D),Clinton / Kaine (D),786,0.4804401,Trump / Pence (R),Trump / Pence (R),427,0.26100244,Johnson / Weld (L),Johnson / Weld (L),39,0.02383863,Stein / Baraka (G),Stein / Baraka (G),7,0.00427873,McMullin / Johnson (I),McMullin / Johnson (I),18,0.01100244,0.00019478171187,0.06424568872539
207,930,LEES CORNER,Fairfax,2016-11-17T10:58:50.000Z,stulad,930,LEES CORNER,Fairfax County,Clinton / Kaine (D),0.18012752,10,1882,1445,1882,Clinton / Kaine (D),Clinton / Kaine (D),819,0.43517535,Trump / Pence (R),Trump / Pence (R),480,0.25504782,Johnson / Weld (L),Johnson / Weld (L),56,0.02975558,Stein / Baraka (G),Stein / Baraka (G),20,0.01062699,McMullin / Johnson (I),McMullin / Johnson (I),43,0.02284803,0.000197698544344,0.067310120716425
